,stock,date,price,profit,year,new_year
0,AAPL,2013-02-08,67.8542,74.63962000000001,2013,2013
1,AAPL,2013-02-11,68.5614,75.41754,2013,2013
2,AAPL,2013-02-12,66.8428,73.52708,2013,2013
3,AAPL,2013-02-13,66.7156,73.38716,2013,2013
4,AAPL,2013-02-14,66.6556,73.32116,2013,2013
5,AAPL,2013-02-15,65.7371,72.31081,2013,2013
6,AAPL,2013-02-19,65.7128,72.28408,2013,2013
7,AAPL,2013-02-20,64.1214,70.53353999999999,2013,2013
8,AAPL,2013-02-21,63.7228,70.09508,2013,2013
9,AAPL,2013-02-22,64.4014,70.84154,2013,2013
10,AAPL,2013-02-25,63.2571,69.58281,2013,2013
11,AAPL,2013-02-26,64.1385,70.55234999999999,2013,2013
12,AAPL,2013-02-27,63.5099,69.86089,2013,2013
13,AAPL,2013-02-28,63.0571,69.36281,2013,2013
14,AAPL,2013-03-01,61.4957,67.64527,2013,2013
15,AAPL,2013-03-04,60.0071,66.00781,2013,2013
16,AAPL,2013-03-05,61.5919,67.75109,2013,2013
17,AAPL,2013-03-06,60.8088,66.88968,2013,2013
18,AAPL,2013-03-07,61.5117,67.66287,2013,2013
19,AAPL,2013-03-08,61.6742,67.84162,2013,2013
20,AAPL,2013-03-11,62.5528,68.80808,2013,2013
21,AAPL,2013-03-12,61.2042,67.32462,2013,2013
22,AAPL,2013-03-13,61.1928,67.31208,2013,2013
23,AAPL,2013-03-14,61.7857,67.96427,2013,2013
24,AAPL,2013-03-15,63.3799,69.71789,2013,2013
25,AAPL,2013-03-18,65.1028,71.61308,2013,2013
26,AAPL,2013-03-19,64.9271,71.41981,2013,2013
27,AAPL,2013-03-20,64.5828,71.04108000000001,2013,2013
28,AAPL,2013-03-21,64.6756,71.14316000000001,2013,2013
29,AAPL,2013-03-22,65.9871,72.58581,2013,2013
30,AAPL,2013-03-25,66.2256,72.84816000000001,2013,2013
31,AAPL,2013-03-26,65.8765,72.46414999999999,2013,2013
32,AAPL,2013-03-27,64.5828,71.04108000000001,2013,2013
33,AAPL,2013-03-28,63.2371,69.56081,2013,2013
34,AAPL,2013-04-01,61.2728,67.40008,2013,2013
35,AAPL,2013-04-02,61.3988,67.53868,2013,2013
36,AAPL,2013-04-03,61.7128,67.88408,2013,2013
37,AAPL,2013-04-04,61.1028,67.21308,2013,2013
38,AAPL,2013-04-05,60.4571,66.50281,2013,2013
39,AAPL,2013-04-08,60.8871,66.97581,2013,2013
40,AAPL,2013-04-09,60.9971,67.09681,2013,2013
41,AAPL,2013-04-10,62.2414,68.46554,2013,2013
42,AAPL,2013-04-11,62.0471,68.25181,2013,2013
43,AAPL,2013-04-12,61.3999,67.53989,2013,2013
44,AAPL,2013-04-15,59.9785,65.97635,2013,2013
45,AAPL,2013-04-16,60.8914,66.98053999999999,2013,2013
46,AAPL,2013-04-17,57.5428,63.29708,2013,2013
47,AAPL,2013-04-18,56.0071,61.60781,2013,2013
48,AAPL,2013-04-19,55.7899,61.36889000000001,2013,2013
49,AAPL,2013-04-22,56.9528,62.64808000000001,2013,2013
50,AAPL,2013-04-23,58.0185,63.820350000000005,2013,2013
51,AAPL,2013-04-24,57.9231,63.71541,2013,2013
52,AAPL,2013-04-25,58.3399,64.17389,2013,2013
53,AAPL,2013-04-26,59.6007,65.56077,2013,2013
54,AAPL,2013-04-29,61.4457,67.59027,2013,2013
55,AAPL,2013-04-30,63.2542,69.57961999999999,2013,2013
56,AAPL,2013-05-01,62.7557,69.03126999999999,2013,2013
57,AAPL,2013-05-02,63.6457,70.01026999999999,2013,2013
58,AAPL,2013-05-03,64.2828,70.71108,2013,2013
59,AAPL,2013-05-06,65.8156,72.39716,2013,2013
60,AAPL,2013-05-07,65.5225,72.07475,2013,2013
61,AAPL,2013-05-08,66.2628,72.88907999999999,2013,2013
62,AAPL,2013-05-09,65.2528,71.77807999999999,2013,2013
63,AAPL,2013-05-10,64.7099,71.18089,2013,2013
64,AAPL,2013-05-13,64.9628,71.45908,2013,2013
65,AAPL,2013-05-14,63.4085,69.74934999999999,2013,2013
66,AAPL,2013-05-15,61.2642,67.39062,2013,2013
67,AAPL,2013-05-16,62.0825,68.29075,2013,2013
68,AAPL,2013-05-17,61.8942,68.08362,2013,2013
69,AAPL,2013-05-20,63.2757,69.60327,2013,2013
70,AAPL,2013-05-21,62.8085,69.08935,2013,2013
71,AAPL,2013-05-22,63.0505,69.35555,2013,2013
72,AAPL,2013-05-23,63.1628,69.47908,2013,2013
73,AAPL,2013-05-24,63.5928,69.95208,2013,2013
74,AAPL,2013-05-28,63.0627,69.36897,2013,2013
75,AAPL,2013-05-29,63.5642,69.92062,2013,2013
76,AAPL,2013-05-30,64.5114,70.96253999999999,2013,2013
77,AAPL,2013-05-31,64.2478,70.67258,2013,2013
78,AAPL,2013-06-03,64.3885,70.82735,2013,2013
79,AAPL,2013-06-04,64.1871,70.60581,2013,2013
80,AAPL,2013-06-05,63.5871,69.94581,2013,2013
81,AAPL,2013-06-06,62.6371,68.90080999999999,2013,2013
82,AAPL,2013-06-07,63.1158,69.42738,2013,2013
83,AAPL,2013-06-10,62.6985,68.96835,2013,2013
84,AAPL,2013-06-11,62.5142,68.76562,2013,2013
85,AAPL,2013-06-12,61.7414,67.91554,2013,2013
86,AAPL,2013-06-13,62.2807,68.50877,2013,2013
87,AAPL,2013-06-14,61.4357,67.57927,2013,2013
88,AAPL,2013-06-17,61.7142,67.88562,2013,2013
89,AAPL,2013-06-18,61.6814,67.84953999999999,2013,2013
90,AAPL,2013-06-19,60.4285,66.47135,2013,2013
91,AAPL,2013-06-20,59.5482,65.50302,2013,2013
92,AAPL,2013-06-21,59.0714,64.97854,2013,2013
93,AAPL,2013-06-24,57.5057,63.25627,2013,2013
94,AAPL,2013-06-25,57.5185,63.27035000000001,2013,2013
95,AAPL,2013-06-26,56.8671,62.55381,2013,2013
96,AAPL,2013-06-27,56.2542,61.879619999999996,2013,2013
97,AAPL,2013-06-28,56.6471,62.31181,2013,2013
98,AAPL,2013-07-01,58.4599,64.30589,2013,2013
99,AAPL,2013-07-02,59.7842,65.76262,2013,2013
100,AAPL,2013-07-03,60.1142,66.12562,2013,2013
101,AAPL,2013-07-05,59.6314,65.59454,2013,2013
102,AAPL,2013-07-08,59.2928,65.22208,2013,2013
103,AAPL,2013-07-09,60.3357,66.36927,2013,2013
104,AAPL,2013-07-10,60.1042,66.11462,2013,2013
105,AAPL,2013-07-11,61.0411,67.14521,2013,2013
106,AAPL,2013-07-12,60.9299,67.02289,2013,2013
107,AAPL,2013-07-15,61.0628,67.16908000000001,2013,2013
108,AAPL,2013-07-16,61.4564,67.60204,2013,2013
109,AAPL,2013-07-17,61.4728,67.62008,2013,2013
110,AAPL,2013-07-18,61.6797,67.84767,2013,2013
111,AAPL,2013-07-19,60.7071,66.77781,2013,2013
112,AAPL,2013-07-22,60.9014,66.99154,2013,2013
113,AAPL,2013-07-23,59.8557,65.84127,2013,2013
114,AAPL,2013-07-24,62.9299,69.22289,2013,2013
115,AAPL,2013-07-25,62.6428,68.90708000000001,2013,2013
116,AAPL,2013-07-26,62.9985,69.29835,2013,2013
117,AAPL,2013-07-29,63.9699,70.36689,2013,2013
118,AAPL,2013-07-30,64.7599,71.23589,2013,2013
119,AAPL,2013-07-31,64.6471,71.11180999999999,2013,2013
120,AAPL,2013-08-01,65.2394,71.76334,2013,2013
121,AAPL,2013-08-02,66.0771,72.68481,2013,2013
122,AAPL,2013-08-05,67.0642,73.77062,2013,2013
123,AAPL,2013-08-06,66.4642,73.11062000000001,2013,2013
124,AAPL,2013-08-07,66.4256,73.06816,2013,2013
125,AAPL,2013-08-08,65.8585,72.44435000000001,2013,2013
126,AAPL,2013-08-09,64.9214,71.41354000000001,2013,2013
127,AAPL,2013-08-12,66.7656,73.44216,2013,2013
128,AAPL,2013-08-13,69.9385,76.93235,2013,2013
129,AAPL,2013-08-14,71.2142,78.33562,2013,2013
130,AAPL,2013-08-15,71.1299,78.24289,2013,2013
131,AAPL,2013-08-16,71.7614,78.93754,2013,2013
132,AAPL,2013-08-19,72.5342,79.78762,2013,2013
133,AAPL,2013-08-20,71.5814,78.73954,2013,2013
134,AAPL,2013-08-21,71.7656,78.94216,2013,2013
135,AAPL,2013-08-22,71.8514,79.03654,2013,2013
136,AAPL,2013-08-23,71.5742,78.73162,2013,2013
137,AAPL,2013-08-26,71.8528,79.03808000000001,2013,2013
138,AAPL,2013-08-27,69.7985,76.77835,2013,2013
139,AAPL,2013-08-28,70.1279,77.14068999999999,2013,2013
140,AAPL,2013-08-29,70.2428,77.26708,2013,2013
141,AAPL,2013-08-30,69.6022,76.56242,2013,2013
142,AAPL,2013-09-03,69.7971,76.77681,2013,2013
143,AAPL,2013-09-04,71.2415,78.36565,2013,2013
144,AAPL,2013-09-05,70.7528,77.82808,2013,2013
145,AAPL,2013-09-06,71.1742,78.29162,2013,2013
146,AAPL,2013-09-09,72.3099,79.54089,2013,2013
147,AAPL,2013-09-10,70.6628,77.72908000000001,2013,2013
148,AAPL,2013-09-11,66.8156,73.49716000000001,2013,2013
149,AAPL,2013-09-12,67.5271,74.27981,2013,2013
150,AAPL,2013-09-13,66.4142,73.05561999999999,2013,2013
151,AAPL,2013-09-16,64.3028,70.73308,2013,2013
152,AAPL,2013-09-17,65.0456,71.55015999999999,2013,2013
153,AAPL,2013-09-18,66.3828,73.02108,2013,2013
154,AAPL,2013-09-19,67.4714,74.21854,2013,2013
155,AAPL,2013-09-20,66.7728,73.45008,2013,2013
156,AAPL,2013-09-23,70.0914,77.10054,2013,2013
157,AAPL,2013-09-24,69.8714,76.85853999999999,2013,2013
158,AAPL,2013-09-25,68.7899,75.66889,2013,2013
159,AAPL,2013-09-26,69.4599,76.40589,2013,2013
160,AAPL,2013-09-27,68.9642,75.86062000000001,2013,2013
161,AAPL,2013-09-30,68.1071,74.91781,2013,2013
162,AAPL,2013-10-01,69.7085,76.67935,2013,2013
163,AAPL,2013-10-02,69.9371,76.93081000000001,2013,2013
164,AAPL,2013-10-03,69.0585,75.96435,2013,2013
165,AAPL,2013-10-04,69.0042,75.90462,2013,2013
166,AAPL,2013-10-07,69.6785,76.64635,2013,2013
167,AAPL,2013-10-08,68.7056,75.57616,2013,2013
168,AAPL,2013-10-09,69.5125,76.46375,2013,2013
169,AAPL,2013-10-10,69.9482,76.94302,2013,2013
170,AAPL,2013-10-11,70.4016,77.44176,2013,2013
171,AAPL,2013-10-14,70.8628,77.94908,2013,2013
172,AAPL,2013-10-15,71.2399,78.36389000000001,2013,2013
173,AAPL,2013-10-16,71.5876,78.74636,2013,2013
174,AAPL,2013-10-17,72.0714,79.27853999999999,2013,2013
175,AAPL,2013-10-18,72.6985,79.96835,2013,2013
176,AAPL,2013-10-21,74.4802,81.92822,2013,2013
177,AAPL,2013-10-22,74.2667,81.69337,2013,2013
178,AAPL,2013-10-23,74.9942,82.49362,2013,2013
179,AAPL,2013-10-24,75.9871,83.58581,2013,2013
180,AAPL,2013-10-25,75.1368,82.65047999999999,2013,2013
181,AAPL,2013-10-28,75.6965,83.26615,2013,2013
182,AAPL,2013-10-29,73.8111,81.19220999999999,2013,2013
183,AAPL,2013-10-30,74.9851,82.48361,2013,2013
184,AAPL,2013-10-31,74.6716,82.13875999999999,2013,2013
185,AAPL,2013-11-01,74.2899,81.71889,2013,2013
186,AAPL,2013-11-04,75.2499,82.77489,2013,2013
187,AAPL,2013-11-05,75.0641,82.57051,2013,2013
188,AAPL,2013-11-06,74.4171,81.85881,2013,2013
189,AAPL,2013-11-07,73.2131,80.53441,2013,2013
190,AAPL,2013-11-08,74.3656,81.80216,2013,2013
191,AAPL,2013-11-11,74.1496,81.56456,2013,2013
192,AAPL,2013-11-12,74.2871,81.71580999999999,2013,2013
193,AAPL,2013-11-13,74.3762,81.81381999999999,2013,2013
194,AAPL,2013-11-14,75.4514,82.99654000000001,2013,2013
195,AAPL,2013-11-15,74.9986,82.49846,2013,2013
196,AAPL,2013-11-18,74.0898,81.49878,2013,2013
197,AAPL,2013-11-19,74.2214,81.64354,2013,2013
198,AAPL,2013-11-20,73.5714,80.92854,2013,2013
199,AAPL,2013-11-21,74.4479,81.89269,2013,2013
200,AAPL,2013-11-22,74.2571,81.68280999999999,2013,2013
201,AAPL,2013-11-25,74.8199,82.30189,2013,2013
202,AAPL,2013-11-26,76.1999,83.81989,2013,2013
203,AAPL,2013-11-27,77.9942,85.79362,2013,2013
204,AAPL,2013-11-29,79.4385,87.38235,2013,2013
205,AAPL,2013-12-02,78.7471,86.62181000000001,2013,2013
206,AAPL,2013-12-03,80.9031,88.99341,2013,2013
207,AAPL,2013-12-04,80.7142,88.78562000000001,2013,2013
208,AAPL,2013-12-05,81.1286,89.24146,2013,2013
209,AAPL,2013-12-06,80.0028,88.00308,2013,2013
210,AAPL,2013-12-09,80.9185,89.01034999999999,2013,2013
211,AAPL,2013-12-10,80.7928,88.87208,2013,2013
212,AAPL,2013-12-11,80.1942,88.21361999999999,2013,2013
213,AAPL,2013-12-12,80.0771,88.08481,2013,2013
214,AAPL,2013-12-13,79.2042,87.12462,2013,2013
215,AAPL,2013-12-16,79.6428,87.60708,2013,2013
216,AAPL,2013-12-17,79.2842,87.21262,2013,2013
217,AAPL,2013-12-18,78.6813,86.54942999999999,2013,2013
218,AAPL,2013-12-19,77.7799,85.55789,2013,2013
219,AAPL,2013-12-20,78.4314,86.27454,2013,2013
220,AAPL,2013-12-23,81.4413,89.58543,2013,2013
221,AAPL,2013-12-24,81.0956,89.20516,2013,2013
222,AAPL,2013-12-26,80.5571,88.61281000000001,2013,2013
223,AAPL,2013-12-27,80.0128,88.01407999999999,2013,2013
224,AAPL,2013-12-30,79.2171,87.13881,2013,2013
225,AAPL,2013-12-31,80.1456,88.16016,2013,2013
226,AAPL,2014-01-02,79.0185,86.92035,2014,2014
227,AAPL,2014-01-03,77.2828,85.01107999999999,2014,2014
228,AAPL,2014-01-06,77.7042,85.47462,2014,2014
229,AAPL,2014-01-07,77.1481,84.86291,2014,2014
230,AAPL,2014-01-08,77.6371,85.40081,2014,2014
231,AAPL,2014-01-09,76.6455,84.31005,2014,2014
232,AAPL,2014-01-10,76.1342,83.74762000000001,2014,2014
233,AAPL,2014-01-13,76.5328,84.18607999999999,2014,2014
234,AAPL,2014-01-14,78.0556,85.86116,2014,2014
235,AAPL,2014-01-15,79.6228,87.58508,2014,2014
236,AAPL,2014-01-16,79.1785,87.09635,2014,2014
237,AAPL,2014-01-17,77.2385,84.96235,2014,2014
238,AAPL,2014-01-21,78.4385,86.28235000000001,2014,2014
239,AAPL,2014-01-22,78.7871,86.66581,2014,2014
240,AAPL,2014-01-23,79.4542,87.39962,2014,2014
241,AAPL,2014-01-24,78.0099,85.81089,2014,2014
242,AAPL,2014-01-27,78.6428,86.50707999999999,2014,2014
243,AAPL,2014-01-28,72.3571,79.59281,2014,2014
244,AAPL,2014-01-29,71.5356,78.68916,2014,2014
245,AAPL,2014-01-30,71.3974,78.53714000000001,2014,2014
246,AAPL,2014-01-31,71.5142,78.66562,2014,2014
247,AAPL,2014-02-03,71.6471,78.81181,2014,2014
248,AAPL,2014-02-04,72.6842,79.95262000000001,2014,2014
249,AAPL,2014-02-05,73.2271,80.54981,2014,2014
250,AAPL,2014-02-06,73.2156,80.53716,2014,2014
251,AAPL,2014-02-07,74.2399,81.66389000000001,2014,2014
252,AAPL,2014-02-10,75.5699,83.12689,2014,2014
253,AAPL,2014-02-11,76.5656,84.22216,2014,2014
254,AAPL,2014-02-12,76.5599,84.21589,2014,2014
255,AAPL,2014-02-13,77.7756,85.55315999999999,2014,2014
256,AAPL,2014-02-14,77.7128,85.48408,2014,2014
257,AAPL,2014-02-18,77.9985,85.79835000000001,2014,2014
258,AAPL,2014-02-19,76.7671,84.44381,2014,2014
259,AAPL,2014-02-20,75.8785,83.46635,2014,2014
260,AAPL,2014-02-21,75.0356,82.53916000000001,2014,2014
261,AAPL,2014-02-24,75.3642,82.90062,2014,2014
262,AAPL,2014-02-25,74.5799,82.03788999999999,2014,2014
263,AAPL,2014-02-26,73.9071,81.29781,2014,2014
264,AAPL,2014-02-27,75.3814,82.91954,2014,2014
265,AAPL,2014-02-28,75.1771,82.69480999999999,2014,2014
266,AAPL,2014-03-03,75.3942,82.93361999999999,2014,2014
267,AAPL,2014-03-04,75.8914,83.48054,2014,2014
268,AAPL,2014-03-05,76.0514,83.65654,2014,2014
269,AAPL,2014-03-06,75.8214,83.40353999999999,2014,2014
270,AAPL,2014-03-07,75.7771,83.35481,2014,2014
271,AAPL,2014-03-10,75.8456,83.43016,2014,2014
272,AAPL,2014-03-11,76.5842,84.24261999999999,2014,2014
273,AAPL,2014-03-12,76.6585,84.32435000000001,2014,2014
274,AAPL,2014-03-13,75.8071,83.38781,2014,2014
275,AAPL,2014-03-14,74.9556,82.45116,2014,2014
276,AAPL,2014-03-17,75.2485,82.77335000000001,2014,2014
277,AAPL,2014-03-18,75.9142,83.50562,2014,2014
278,AAPL,2014-03-19,75.8942,83.48362,2014,2014
279,AAPL,2014-03-20,75.5285,83.08134999999999,2014,2014
280,AAPL,2014-03-21,76.1242,83.73662,2014,2014
281,AAPL,2014-03-24,77.0271,84.72981,2014,2014
282,AAPL,2014-03-25,77.8556,85.64116,2014,2014
283,AAPL,2014-03-26,77.1114,84.82254,2014,2014
284,AAPL,2014-03-27,76.7799,84.45788999999999,2014,2014
285,AAPL,2014-03-28,76.6942,84.36362,2014,2014
286,AAPL,2014-03-31,76.6771,84.34481,2014,2014
287,AAPL,2014-04-01,77.3785,85.11635,2014,2014
288,AAPL,2014-04-02,77.5071,85.25780999999999,2014,2014
289,AAPL,2014-04-03,76.9699,84.66689,2014,2014
290,AAPL,2014-04-04,75.9742,83.57162,2014,2014
291,AAPL,2014-04-07,74.7814,82.25954,2014,2014
292,AAPL,2014-04-08,74.7771,82.25481,2014,2014
293,AAPL,2014-04-09,75.7599,83.33589,2014,2014
294,AAPL,2014-04-10,74.7828,82.26107999999999,2014,2014
295,AAPL,2014-04-11,74.2299,81.65289,2014,2014
296,AAPL,2014-04-14,74.5256,81.97816,2014,2014
297,AAPL,2014-04-15,73.9942,81.39362000000001,2014,2014
298,AAPL,2014-04-16,74.1442,81.55861999999999,2014,2014
299,AAPL,2014-04-17,74.9914,82.49054,2014,2014
300,AAPL,2014-04-21,75.8814,83.46954,2014,2014
301,AAPL,2014-04-22,75.9569,83.55259000000001,2014,2014
302,AAPL,2014-04-23,74.9642,82.46062,2014,2014
303,AAPL,2014-04-24,81.1099,89.22089,2014,2014
304,AAPL,2014-04-25,81.7056,89.87616,2014,2014
305,AAPL,2014-04-28,84.8699,93.35689,2014,2014
306,AAPL,2014-04-29,84.6185,93.08035,2014,2014
307,AAPL,2014-04-30,84.2985,92.72835,2014,2014
308,AAPL,2014-05-01,84.4971,92.94681,2014,2014
309,AAPL,2014-05-02,84.6542,93.11962,2014,2014
310,AAPL,2014-05-05,85.8513,94.43643,2014,2014
311,AAPL,2014-05-06,84.9156,93.40716,2014,2014
312,AAPL,2014-05-07,84.6185,93.08035,2014,2014
313,AAPL,2014-05-08,83.9985,92.39835000000001,2014,2014
314,AAPL,2014-05-09,83.6488,92.01368,2014,2014
315,AAPL,2014-05-12,84.6899,93.15889,2014,2014
316,AAPL,2014-05-13,84.8228,93.30508,2014,2014
317,AAPL,2014-05-14,84.8385,93.32235,2014,2014
318,AAPL,2014-05-15,84.1171,92.52881,2014,2014
319,AAPL,2014-05-16,85.3585,93.89435,2014,2014
320,AAPL,2014-05-19,86.3699,95.00689,2014,2014
321,AAPL,2014-05-20,86.3871,95.02581,2014,2014
322,AAPL,2014-05-21,86.6156,95.27716,2014,2014
323,AAPL,2014-05-22,86.7528,95.42808,2014,2014
324,AAPL,2014-05-23,87.7328,96.50608,2014,2014
325,AAPL,2014-05-27,89.3756,98.31316000000001,2014,2014
326,AAPL,2014-05-28,89.1442,98.05861999999999,2014,2014
327,AAPL,2014-05-29,90.7685,99.84535,2014,2014
328,AAPL,2014-05-30,90.4285,99.47135,2014,2014
329,AAPL,2014-06-02,89.8071,98.78781000000001,2014,2014
330,AAPL,2014-06-03,91.0771,100.18481,2014,2014
331,AAPL,2014-06-04,92.1171,101.32880999999999,2014,2014
332,AAPL,2014-06-05,92.4785,101.72635,2014,2014
333,AAPL,2014-06-06,92.2242,101.44662,2014,2014
334,AAPL,2014-06-09,93.7,103.07000000000001,2014,2014
335,AAPL,2014-06-10,94.25,103.675,2014,2014
336,AAPL,2014-06-11,93.86,103.246,2014,2014
337,AAPL,2014-06-12,92.29,101.519,2014,2014
338,AAPL,2014-06-13,91.28,100.408,2014,2014
339,AAPL,2014-06-16,92.2,101.42,2014,2014
340,AAPL,2014-06-17,92.08,101.288,2014,2014
341,AAPL,2014-06-18,92.18,101.39800000000001,2014,2014
342,AAPL,2014-06-19,91.86,101.04599999999999,2014,2014
343,AAPL,2014-06-20,90.91,100.00099999999999,2014,2014
344,AAPL,2014-06-23,90.83,99.913,2014,2014
345,AAPL,2014-06-24,90.28,99.308,2014,2014
346,AAPL,2014-06-25,90.36,99.396,2014,2014
347,AAPL,2014-06-26,90.9,99.99000000000001,2014,2014
348,AAPL,2014-06-27,91.98,101.178,2014,2014
349,AAPL,2014-06-30,92.93,102.22300000000001,2014,2014
350,AAPL,2014-07-01,93.52,102.872,2014,2014
351,AAPL,2014-07-02,93.48,102.828,2014,2014
352,AAPL,2014-07-03,94.03,103.433,2014,2014
353,AAPL,2014-07-07,95.968,105.5648,2014,2014
354,AAPL,2014-07-08,95.35,104.88499999999999,2014,2014
355,AAPL,2014-07-09,95.39,104.929,2014,2014
356,AAPL,2014-07-10,95.035,104.5385,2014,2014
357,AAPL,2014-07-11,95.22,104.742,2014,2014
358,AAPL,2014-07-14,96.45,106.095,2014,2014
359,AAPL,2014-07-15,95.32,104.85199999999999,2014,2014
360,AAPL,2014-07-16,94.78,104.258,2014,2014
361,AAPL,2014-07-17,93.0899,102.39889,2014,2014
362,AAPL,2014-07-18,94.43,103.873,2014,2014
363,AAPL,2014-07-21,93.939,103.3329,2014,2014
364,AAPL,2014-07-22,94.72,104.192,2014,2014
365,AAPL,2014-07-23,97.19,106.90899999999999,2014,2014
366,AAPL,2014-07-24,97.03,106.733,2014,2014
367,AAPL,2014-07-25,97.671,107.4381,2014,2014
368,AAPL,2014-07-28,99.02,108.922,2014,2014
369,AAPL,2014-07-29,98.38,108.21799999999999,2014,2014
370,AAPL,2014-07-30,98.15,107.965,2014,2014
371,AAPL,2014-07-31,95.6,105.16,2014,2014
372,AAPL,2014-08-01,96.13,105.743,2014,2014
373,AAPL,2014-08-04,95.59,105.149,2014,2014
374,AAPL,2014-08-05,95.12,104.632,2014,2014
375,AAPL,2014-08-06,94.96,104.45599999999999,2014,2014
376,AAPL,2014-08-07,94.48,103.928,2014,2014
377,AAPL,2014-08-08,94.74,104.214,2014,2014
378,AAPL,2014-08-11,95.99,105.589,2014,2014
379,AAPL,2014-08-12,95.97,105.567,2014,2014
380,AAPL,2014-08-13,97.24,106.964,2014,2014
381,AAPL,2014-08-14,97.5,107.25,2014,2014
382,AAPL,2014-08-15,97.98,107.778,2014,2014
383,AAPL,2014-08-18,99.16,109.076,2014,2014
384,AAPL,2014-08-19,100.53,110.583,2014,2014
385,AAPL,2014-08-20,100.57,110.627,2014,2014
386,AAPL,2014-08-21,100.58,110.638,2014,2014
387,AAPL,2014-08-22,101.32,111.452,2014,2014
388,AAPL,2014-08-25,101.54,111.694,2014,2014
389,AAPL,2014-08-26,100.889,110.97789999999999,2014,2014
390,AAPL,2014-08-27,102.13,112.34299999999999,2014,2014
391,AAPL,2014-08-28,102.25,112.475,2014,2014
392,AAPL,2014-08-29,102.5,112.75,2014,2014
393,AAPL,2014-09-02,103.3,113.63,2014,2014
394,AAPL,2014-09-03,98.94,108.834,2014,2014
395,AAPL,2014-09-04,98.12,107.932,2014,2014
396,AAPL,2014-09-05,98.97,108.867,2014,2014
397,AAPL,2014-09-08,98.36,108.196,2014,2014
398,AAPL,2014-09-09,97.99,107.78899999999999,2014,2014
399,AAPL,2014-09-10,101.0,111.1,2014,2014
400,AAPL,2014-09-11,101.43,111.57300000000001,2014,2014
401,AAPL,2014-09-12,101.66,111.826,2014,2014
402,AAPL,2014-09-15,101.63,111.79299999999999,2014,2014
403,AAPL,2014-09-16,100.86,110.946,2014,2014
404,AAPL,2014-09-17,101.58,111.738,2014,2014
405,AAPL,2014-09-18,101.79,111.96900000000001,2014,2014
406,AAPL,2014-09-19,100.96,111.056,2014,2014
407,AAPL,2014-09-22,101.06,111.166,2014,2014
408,AAPL,2014-09-23,102.64,112.904,2014,2014
409,AAPL,2014-09-24,101.75,111.925,2014,2014
410,AAPL,2014-09-25,97.87,107.65700000000001,2014,2014
411,AAPL,2014-09-26,100.75,110.825,2014,2014
412,AAPL,2014-09-29,100.11,110.121,2014,2014
413,AAPL,2014-09-30,100.75,110.825,2014,2014
414,AAPL,2014-10-01,99.18,109.09800000000001,2014,2014
415,AAPL,2014-10-02,99.9,109.89000000000001,2014,2014
416,AAPL,2014-10-03,99.62,109.58200000000001,2014,2014
417,AAPL,2014-10-06,99.62,109.58200000000001,2014,2014
418,AAPL,2014-10-07,98.75,108.625,2014,2014
419,AAPL,2014-10-08,100.8,110.88,2014,2014
420,AAPL,2014-10-09,101.02,111.122,2014,2014
421,AAPL,2014-10-10,100.73,110.803,2014,2014
422,AAPL,2014-10-13,99.81,109.791,2014,2014
423,AAPL,2014-10-14,98.75,108.625,2014,2014
424,AAPL,2014-10-15,97.54,107.29400000000001,2014,2014
425,AAPL,2014-10-16,96.26,105.88600000000001,2014,2014
426,AAPL,2014-10-17,97.67,107.437,2014,2014
427,AAPL,2014-10-20,99.76,109.736,2014,2014
428,AAPL,2014-10-21,102.47,112.717,2014,2014
429,AAPL,2014-10-22,102.99,113.28899999999999,2014,2014
430,AAPL,2014-10-23,104.83,115.313,2014,2014
431,AAPL,2014-10-24,105.22,115.742,2014,2014
432,AAPL,2014-10-27,105.11,115.621,2014,2014
433,AAPL,2014-10-28,106.74,117.41399999999999,2014,2014
434,AAPL,2014-10-29,107.34,118.07400000000001,2014,2014
435,AAPL,2014-10-30,106.98,117.678,2014,2014
436,AAPL,2014-10-31,108.0,118.8,2014,2014
437,AAPL,2014-11-03,109.4,120.34,2014,2014
438,AAPL,2014-11-04,108.6,119.46,2014,2014
439,AAPL,2014-11-05,108.86,119.746,2014,2014
440,AAPL,2014-11-06,108.7,119.57000000000001,2014,2014
441,AAPL,2014-11-07,109.01,119.911,2014,2014
442,AAPL,2014-11-10,108.83,119.713,2014,2014
443,AAPL,2014-11-11,109.7,120.67,2014,2014
444,AAPL,2014-11-12,111.25,122.375,2014,2014
445,AAPL,2014-11-13,112.82,124.10199999999999,2014,2014
446,AAPL,2014-11-14,114.18,125.59800000000001,2014,2014
447,AAPL,2014-11-17,113.99,125.389,2014,2014
448,AAPL,2014-11-18,115.47,127.017,2014,2014
449,AAPL,2014-11-19,114.67,126.137,2014,2014
450,AAPL,2014-11-20,116.31,127.941,2014,2014
451,AAPL,2014-11-21,116.47,128.117,2014,2014
452,AAPL,2014-11-24,118.625,130.4875,2014,2014
453,AAPL,2014-11-25,117.6,129.35999999999999,2014,2014
454,AAPL,2014-11-26,119.0,130.9,2014,2014
455,AAPL,2014-11-28,118.93,130.823,2014,2014
456,AAPL,2014-12-01,115.07,126.577,2014,2014
457,AAPL,2014-12-02,114.63,126.09299999999999,2014,2014
458,AAPL,2014-12-03,115.93,127.52300000000001,2014,2014
459,AAPL,2014-12-04,115.49,127.03899999999999,2014,2014
460,AAPL,2014-12-05,115.0,126.5,2014,2014
